City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,rio grande,-32.035,-52.0986,22.25,77,48,3.78,BR,1675741181
285,ribeira grande,38.5167,-28.7,13.76,67,92,7.15,PT,1675740751
286,shingu,33.7333,135.9833,13.17,63,98,2.63,JP,1675741182
287,mitsamiouli,-11.3847,43.2844,27.34,79,100,4.32,KM,1675741183
288,nokaneng,-19.6667,22.2667,19.41,93,100,1.25,BW,1675741183
289,male,4.1748,73.5089,27.97,83,75,3.6,MV,1675741184
290,villa maria,-32.4075,-63.2402,20.46,69,0,3.15,AR,1675741184
291,lagoa,39.05,-27.9833,13.03,66,100,9.64,PT,1675740761
292,prince rupert,54.3161,-130.3201,3.83,93,40,2.06,CA,1675741012
293,bemidji,47.4736,-94.8803,0.1,91,100,3.09,US,1675741185
294,coquimbo,-29.9533,-71.3436,17.85,88,100,1.54,CL,1675741060
295,uruzgan,32.8333,66.0,1.6,34,99,3.29,AF,1675741186
296,garissa,-0.4536,39.6401,23.33,82,26,1.51,KE,1675741187
297,mehamn,71.0357,27.8492,4.97,81,100,11.32,NO,1675741187
298,bilgoraj,50.5411,22.722,-5.19,96,88,2.48,PL,1675741188
299,lebowakgomo,-24.2,29.5,18.5,82,3,1.02,ZA,1675741188
300,chipinge,-20.1883,32.6236,16.63,71,28,0.57,ZW,1675741189
301,matara,5.9485,80.5353,26.14,82,100,2.34,LK,1675741190
302,naron,43.5167,-8.1528,7.79,81,0,4.75,ES,1675741190
303,katsuura,35.1333,140.3,14.06,54,61,3.17,JP,1675740931
304,guerrero negro,27.9769,-114.0611,16.06,35,54,5.33,MX,1675741192
305,half moon bay,37.4636,-122.4286,12.4,67,0,5.14,US,1675740637
306,dzilam gonzalez,21.2833,-88.9333,20.96,86,15,2.58,MX,1675741193
307,jasidih,24.5167,86.65,22.81,28,0,2.11,IN,1675741193
308,saint-augustin,51.226,-58.6502,-24.83,86,7,3.53,CA,1675741194
309,waipawa,-41.4122,175.5153,22.99,48,1,2.5,NZ,1675741194
310,barentu,15.1139,37.5928,18.17,76,65,2.06,ER,1675741195
311,hovd,48.0056,91.6419,-14.2,82,22,1.07,MN,1675741196
312,truth or consequences,33.1284,-107.2528,8.13,36,0,6.17,US,1675741197
313,quatre cocos,-20.2078,57.7625,26.72,77,46,7.12,MU,1675741198
314,oksfjord,70.2396,22.3479,8.04,99,100,3.84,NO,1675741199
315,moratuwa,6.773,79.8816,26.01,81,100,2.92,LK,1675741200
316,shirokiy,49.758,129.523,-15.37,85,100,3.48,RU,1675741203
317,rosarito,32.3333,-117.0333,13.53,58,0,3.38,MX,1675741204
318,solnechnyy,50.7214,136.6319,-15.48,82,97,1.31,RU,1675741205
319,harrison,30.4091,-89.0436,16.04,81,0,4.12,US,1675741178
320,lexington,37.9887,-84.4777,7.0,54,0,3.6,US,1675741082
321,provideniya,64.3833,-173.3,-19.94,59,40,5.0,RU,1675741206
322,lorengau,-2.0226,147.2712,26.22,86,100,3.29,PG,1675740832
323,kitimat,54.0524,-128.6534,1.21,31,100,1.59,CA,1675741208
324,turukhansk,65.8167,87.9833,-18.89,95,100,1.92,RU,1675741209
325,grindavik,63.8424,-22.4338,-1.74,86,75,15.95,IS,1675741209
326,alice,27.7523,-98.0697,20.85,88,100,8.23,US,1675741210
327,krasne,49.9145,24.6134,-7.17,96,100,3.37,UA,1675741210
328,tasiilaq,65.6145,-37.6368,-14.91,96,100,2.93,GL,1675740750
329,lahad datu,5.0268,118.327,30.48,60,24,0.23,MY,1675741211
330,wanxian,30.8039,108.3897,17.2,52,99,2.07,CN,1675741212
331,umm lajj,25.0213,37.2685,18.5,52,100,5.59,SA,1675741212
332,nagato,34.3833,131.2,9.3,78,100,2.51,JP,1675741213
333,nouadhibou,20.931,-17.0347,14.99,72,0,9.26,MR,1675741200
334,santa marta,11.2408,-74.199,30.03,54,7,5.66,CO,1675741214
335,kharovsk,59.9642,40.1912,-20.05,100,100,1.83,RU,1675741215
336,satipo,-11.2522,-74.6386,19.87,97,97,0.93,PE,1675741216
337,saint marys,30.7305,-81.5465,13.36,71,2,1.82,US,1675741219
338,belaya gora,68.5333,146.4167,-31.53,99,99,0.79,RU,1675741220
339,pokhara,28.2333,83.9833,16.99,48,66,2.09,NP,1675741220
340,scarborough,54.2797,-0.4044,3.52,80,98,0.89,GB,1675741221
341,zhaotong,27.3167,103.7167,7.51,68,99,2.02,CN,1675741222
342,kuji,40.1878,141.7689,5.15,60,43,2.87,JP,1675741223
343,oriximina,-1.7656,-55.8661,22.95,94,58,1.18,BR,1675741225
344,broken hill,-31.95,141.4333,31.02,17,0,5.77,AU,1675741226
345,olavarria,-36.8927,-60.3225,16.51,88,49,6.4,AR,1675741227
346,lysyye gory,51.5506,44.8414,-16.56,93,14,3.14,RU,1675741228
347,sakakah,29.9697,40.2064,9.76,51,5,5.84,SA,1675740790
348,riyadh,24.6877,46.7219,21.08,39,2,4.9,SA,1675741230
349,te anau,-45.4167,167.7167,13.32,79,43,3.96,NZ,1675741232
350,aleksandrov gay,50.147,48.5704,-12.39,90,72,5.75,RU,1675741232
351,shashi,30.3072,112.2447,12.82,49,52,2.68,CN,1675741233
352,bereda,43.2686,-7.5406,-3.25,100,26,1.09,ES,1675741234
353,nipawin,53.3668,-104.0009,-11.98,78,0,1.54,CA,1675741234
354,portobelo,9.55,-79.65,24.5,88,41,7.18,PA,1675741235
355,aldan,58.6031,125.3894,-30.78,87,51,0.84,RU,1675741236
356,emba,48.8264,58.1442,-14.06,90,100,3.39,KZ,1675741199
357,puteyets,65.1716,57.091,-21.42,99,100,3.15,RU,1675741237
358,presidencia roque saenz pena,-26.7852,-60.4388,27.88,30,80,1.78,AR,1675741238
359,port hardy,50.6996,-127.4199,8.1,93,100,4.63,CA,1675741216
360,piney green,34.716,-77.3202,8.28,91,0,0.0,US,1675741240
361,dengzhou,37.8086,120.7508,3.89,51,63,2.95,CN,1675741241
362,los llanos de aridane,28.6585,-17.9182,13.86,72,40,6.17,ES,1675741241
363,santo antonio de padua,-21.5394,-42.1803,23.05,96,100,0.6,BR,1675741242
364,flin flon,54.7682,-101.865,-16.06,93,99,2.88,CA,1675741243
365,bambous virieux,-20.3428,57.7575,26.79,89,40,4.12,MU,1675740810
366,nanortalik,60.1432,-45.2371,-15.64,85,100,4.92,GL,1675740851
367,bilma,18.6853,12.9164,15.47,25,55,3.48,NE,1675740896
368,bondo,3.8146,23.6866,18.12,46,13,1.03,CD,1675741246
369,manggar,-2.8833,108.2667,29.44,69,100,4.1,ID,1675741247
370,horconcitos,8.4682,-81.8007,19.25,90,70,3.46,PA,1675741248
371,namatanai,-3.6667,152.4333,29.35,69,91,3.26,PG,1675741249
372,korla,41.7597,86.1469,1.1,56,100,0.61,CN,1675740776
373,high level,58.5169,-117.136,-12.94,85,75,2.06,CA,1675740866
374,naze,28.3667,129.4833,21.51,78,48,8.03,JP,1675740924
375,sabang,5.8933,95.3214,27.31,74,43,3.6,ID,1675740926
376,antalaha,-14.9003,50.2788,24.24,88,100,2.05,MG,1675741253
377,whitehorse,60.7161,-135.0538,-2.57,50,20,3.6,CA,1675740646
378,valentin gomez farias,28.2167,-106.5833,12.01,30,10,6.92,MX,1675741254
379,nuuk,64.1835,-51.7216,-18.92,95,97,2.13,GL,1675740518
380,semnan,35.5729,53.3971,4.91,53,9,0.5,IR,1675741255
381,rangpur,25.75,89.25,22.37,34,0,0.83,BD,1675741256
382,belgaum,15.8667,74.5,20.95,46,30,0.0,IN,1675741257
383,neiafu,-18.65,-173.9833,25.38,83,100,2.06,TO,1675741257
384,saint-pierre,-21.3393,55.4781,25.82,73,0,2.06,RE,1675740743
385,atar,20.5169,-13.0499,14.37,31,0,4.53,MR,1675741259
386,bismil,37.8486,40.6658,6.06,92,100,4.44,TR,1675741259
387,erenhot,43.6475,111.9767,-6.65,73,83,2.77,CN,1675741260
388,calama,-22.4667,-68.9333,14.27,62,75,4.12,CL,1675740637
389,ormara,25.2088,64.6357,23.09,33,33,2.09,PK,1675741261
390,jian,27.1172,114.9793,10.95,90,100,1.36,CN,1675741261
391,port hedland,-20.3167,118.5667,36.03,36,66,2.57,AU,1675741262
392,krasnoselkup,65.7,82.4667,-16.65,97,100,2.44,RU,1675741127
393,mairana,-18.1167,-63.9333,13.47,99,78,0.91,BO,1675741266
394,murray bridge,-35.1167,139.2667,29.08,32,0,4.63,AU,1675741266
395,rongcheng,30.634,117.8517,10.18,90,100,1.73,CN,1675741267
396,kampot,10.6167,104.1833,29.03,58,40,3.04,KH,1675741267
397,poum,-20.2333,164.0167,27.54,81,100,5.56,NC,1675741268
398,san jose,37.3394,-121.895,11.11,69,20,2.57,US,1675740822
399,alappuzha,9.49,76.3264,28.89,72,93,2.05,IN,1675741269
400,beeville,28.4008,-97.7483,20.35,88,100,7.2,US,1675741164
401,yerbogachen,61.2767,108.0108,-25.83,97,89,0.77,RU,1675741270
402,kawai,34.2333,135.85,6.68,57,100,0.18,JP,1675741270
403,saldanha,-33.0117,17.9442,17.03,95,99,6.5,ZA,1675740750
404,quang ngai,15.1167,108.8,26.56,74,100,2.89,VN,1675740796
405,roald,62.5833,6.1333,9.07,71,40,13.38,NO,1675740788
406,takoradi,4.8845,-1.7554,25.45,88,51,2.3,GH,1675740843
407,gizo,-8.103,156.8419,28.09,75,100,5.59,SB,1675741272
408,cockburn town,21.4612,-71.1419,25.59,76,2,6.89,TC,1675741273
409,cairns,-16.9167,145.7667,33.39,70,40,7.2,AU,1675741157
410,nardaran,40.5561,50.0056,3.8,93,75,6.17,AZ,1675741274
411,punto fijo,11.6956,-70.1996,24.71,83,24,11.4,VE,1675741275
412,gazanjyk,39.2446,55.5154,7.44,53,62,3.79,TM,1675741276
413,lavrentiya,65.5833,-171.0,-27.34,91,74,3.07,RU,1675740881
414,myitkyina,25.3833,97.4,25.59,28,0,0.09,MM,1675741277
415,coihaique,-45.5752,-72.0662,12.34,62,0,0.51,CL,1675741278
416,qaqortoq,60.7167,-46.0333,-25.71,69,26,4.15,GL,1675741278
417,leningradskiy,69.3833,178.4167,-30.57,97,100,4.08,RU,1675740860
418,moyale,3.5167,39.0584,18.74,37,12,2.23,KE,1675741280
419,comodoro rivadavia,-45.8667,-67.5,16.92,45,0,1.03,AR,1675741035
420,tripoli,32.8752,13.1875,10.46,64,17,5.64,LY,1675740991
421,awbari,26.5921,12.7805,9.66,57,86,4.79,LY,1675741282
422,san felipe,10.3399,-68.7425,21.94,92,98,2.32,VE,1675740914
423,obo,5.3998,26.4869,21.83,22,59,1.76,CF,1675741284
424,port arthur,38.8,121.2667,4.12,36,18,0.72,CN,1675741270
425,torbay,47.6666,-52.7314,-1.9,94,100,6.69,CA,1675740814
426,krasnorechenskiy,44.6265,135.3532,-7.8,61,70,4.75,RU,1675741286
427,bayanday,53.0661,105.5139,-13.06,91,93,1.96,RU,1675741288
428,midland,31.9974,-102.0779,17.37,59,0,4.12,US,1675741289
429,pangoa,-12.1167,-73.0,18.33,98,100,1.16,PE,1675741290
430,barcelona,41.3888,2.159,9.62,70,40,6.69,ES,1675741015
431,touros,-5.1989,-35.4608,26.21,74,39,5.35,BR,1675740773
432,kaura namoda,12.5898,6.5779,21.15,17,100,4.19,NG,1675741292
433,tyrma,50.0833,132.1667,-13.97,77,100,3.13,RU,1675741294
434,kununurra,-15.7667,128.7333,35.99,34,62,2.06,AU,1675740905
435,luga,58.7372,29.8453,-12.69,98,91,0.65,RU,1675741295
436,isangel,-19.55,169.2667,30.06,79,100,1.54,VU,1675741296
437,porto novo,6.4965,2.6036,25.78,88,100,2.75,BJ,1675741296
438,gamboula,4.1178,15.1393,19.35,31,3,1.0,CF,1675741298
439,port antonio,18.18,-76.4612,26.95,82,0,2.05,JM,1675741299
440,oranjemund,-28.55,16.4333,18.19,95,100,4.24,NA,1675740883
441,hasilpur,29.7122,72.5553,16.9,44,0,2.84,PK,1675741300
442,lahaina,20.8783,-156.6825,26.0,88,6,4.45,US,1675741021
443,cloppenburg,52.85,8.0333,-2.86,90,6,2.47,DE,1675741302
444,traverse city,44.7631,-85.6206,-0.96,72,20,2.57,US,1675741303
445,roanoke rapids,36.4615,-77.6542,6.49,81,0,2.06,US,1675741118
446,koygorodok,60.445,50.9968,-20.85,100,94,1.31,RU,1675741161
447,santa cruz de la palma,28.6835,-17.7642,17.08,63,40,7.72,ES,1675741306
448,santa cruz,-17.8,-63.1667,23.7,94,54,4.63,BO,1675741307
449,kanniyakumari,8.0833,77.5667,26.7,56,95,5.12,IN,1675741308
450,erzin,36.9559,36.2,4.48,82,89,1.56,TR,1675741310
451,westport,41.1415,-73.3579,3.02,64,0,6.17,US,1675741127
452,cumberland,35.0502,-78.8664,6.37,84,0,0.0,US,1675741311
453,strezhevoy,60.7333,77.5889,-17.81,98,100,1.03,RU,1675741312
454,banda aceh,5.5577,95.3222,28.39,70,87,0.86,ID,1675741193
455,tukums,56.9669,23.1553,0.64,94,98,2.28,LV,1675741313
456,gizycko,54.0381,21.7644,-1.97,97,68,3.41,PL,1675741315
457,walvis bay,-22.9575,14.5053,18.94,88,100,2.57,NA,1675741277
458,njombe,-9.3333,34.7667,13.71,96,100,1.6,TZ,1675741316
459,kamenka,51.3223,42.7678,-14.71,89,24,3.81,RU,1675741317
460,biograd na moru,43.9433,15.4519,-0.14,58,0,6.17,HR,1675741319
461,college,64.8569,-147.8028,-15.85,82,75,1.54,US,1675741321
462,marsh harbour,26.5412,-77.0636,21.48,63,5,5.83,BS,1675740762
463,hofn,64.2539,-15.2082,1.65,84,59,18.24,IS,1675741322
464,saurimo,-9.6608,20.3916,17.36,93,100,1.33,AO,1675741323
465,bandarbeyla,9.4942,50.8122,23.72,75,75,3.39,SO,1675741324
466,krasnomayskiy,57.6194,34.4099,-12.75,99,90,1.74,RU,1675741325
467,standerton,-26.9337,29.2415,14.78,97,41,1.21,ZA,1675741326
468,hirado,33.3597,129.5531,12.44,86,100,8.49,JP,1675741328
469,gairo,39.8497,9.5047,4.54,90,100,3.04,IT,1675741328
470,ossora,59.2353,163.0719,-22.22,89,100,2.3,RU,1675741329
471,zarubino,42.63,131.0922,-3.34,48,12,3.44,RU,1675741329
472,palmer,42.1584,-72.3287,0.75,61,20,8.23,US,1675741330
473,henties bay,-22.116,14.2845,17.86,90,76,1.78,NA,1675741331
474,grand forks,47.9417,-97.4337,-0.15,80,0,7.72,US,1675741332
475,kirkwood,38.5834,-90.4068,15.16,75,100,5.66,US,1675741333
476,mali,12.079,-12.2982,15.93,22,26,0.27,GN,1675741333
477,jieshi,22.8134,115.8257,21.9,75,11,3.31,CN,1675741334
478,tomatlan,19.9333,-105.25,18.39,87,47,1.1,MX,1675741335
479,souillac,-20.5167,57.5167,26.21,89,40,4.12,MU,1675740884
480,yuyao,30.05,121.1494,9.87,93,100,1.73,CN,1675741336
481,ozernovskiy,51.5,156.5167,-4.05,70,100,0.91,RU,1675741336
482,clearwater,27.9659,-82.8001,18.99,80,0,3.58,US,1675741338
483,constitucion,-35.3333,-72.4167,15.65,72,0,3.68,CL,1675740817
484,kaligutan,7.7031,125.8131,24.49,88,100,3.01,PH,1675741339
485,arrecife,28.963,-13.5477,15.99,72,0,1.03,ES,1675741340
486,sambava,-14.2667,50.1667,24.71,86,85,2.92,MG,1675741341
487,paamiut,61.994,-49.6678,-20.04,89,100,5.43,GL,1675741341
488,orcopampa,-15.2661,-72.3417,7.57,90,98,1.87,PE,1675741342
489,pisco,-13.7,-76.2167,23.03,94,7,3.6,PE,1675741342
490,aykhal,66.0,111.5,-32.06,95,99,1.47,RU,1675740755
491,smithers,54.7804,-127.1743,-0.82,93,40,0.0,CA,1675741129
492,freire,-38.95,-72.6333,11.89,87,0,2.57,CL,1675741343
493,dingle,10.9995,122.6711,28.47,71,98,5.67,PH,1675740941
494,eureka,40.8021,-124.1637,7.92,91,39,0.45,US,1675740877
495,colares,38.7992,-9.4469,9.86,63,0,6.26,PT,1675741347
496,sapouy,11.5544,-1.7736,24.24,17,72,2.65,BF,1675741347
497,vardo,70.3705,31.1107,1.99,87,40,12.35,NO,1675740807
498,lorch,48.7983,9.6914,-1.02,88,1,5.42,DE,1675741349
499,puerto escondido,15.85,-97.0667,26.46,73,20,0.0,MX,1675741350
500,olafsvik,64.8945,-23.7142,0.41,65,79,16.85,IS,1675741351
501,tessalit,20.1986,1.0114,21.9,14,98,4.18,ML,1675740799
502,lazaro cardenas,17.9583,-102.2,23.05,82,9,0.68,MX,1675741186
503,vanavara,60.34,102.2797,-22.21,100,100,1.1,RU,1675741352
504,angol,-37.8,-72.7167,16.35,59,0,2.53,CL,1675741224
505,yorosso,12.3536,-4.7761,24.9,16,96,0.06,ML,1675741352
506,ayame,5.6083,-3.1563,23.44,97,45,1.14,CI,1675741353
507,fortuna,40.5982,-124.1573,7.21,93,100,0.0,US,1675741354
508,poarta alba,44.2167,28.4,-3.34,80,75,6.17,RO,1675741354
509,arlit,18.7369,7.3853,19.74,16,100,3.18,NE,1675740701
510,qasigiannguit,68.8193,-51.1922,-18.86,98,100,2.49,GL,1675741355
511,trinidad,-14.8333,-64.9,21.37,99,95,1.58,BO,1675741086
512,sherpur,25.0188,90.0175,22.48,38,0,3.5,BD,1675741356
513,neftcala,39.3742,49.2472,6.41,90,85,4.04,AZ,1675741357
514,san clemente,33.427,-117.612,15.61,69,0,1.79,US,1675741357
515,akureyri,65.6835,-18.0878,-1.04,64,75,8.23,IS,1675741358
516,chai badan,15.2,101.1333,32.44,48,52,3.65,TH,1675741360
517,chicama,-7.8447,-79.1469,22.3,74,74,2.31,PE,1675741361
518,hami,42.8,93.45,1.2,45,100,0.95,CN,1675741106
519,cetateni,45.2,25.1833,-8.81,82,5,2.68,RO,1675741362
520,pundaguitan,6.3711,126.1689,26.34,78,100,4.06,PH,1675741363
521,katherine,-14.4667,132.2667,35.18,36,40,3.6,AU,1675741364
522,hachinohe,40.5,141.5,3.64,66,54,3.1,JP,1675741366
523,ucluelet,48.9329,-125.5528,9.49,93,100,2.24,CA,1675741366
524,troitskoye,52.9821,84.6757,-5.84,94,100,3.27,RU,1675741367
525,teguise,29.0605,-13.564,14.12,72,0,1.03,ES,1675741369
526,sagar,23.8333,78.7167,22.09,33,0,3.54,IN,1675741370
527,sarangani,5.4033,125.4636,27.39,73,100,8.65,PH,1675741370
528,glarus,47.0406,9.068,-2.96,83,12,4.37,CH,1675741371
529,maragogi,-9.0122,-35.2225,25.28,72,74,3.29,BR,1675741372
530,salinas,36.6777,-121.6555,10.84,80,0,1.54,US,1675741372
531,grand-lahou,5.1367,-5.0242,25.85,88,100,2.88,CI,1675741373
532,tarsus,36.9188,34.8784,4.93,59,90,3.21,TR,1675741375
533,aras,42.5617,-2.356,-3.77,93,0,2.06,ES,1675741376
534,piacabucu,-10.4056,-36.4344,24.9,77,100,4.07,BR,1675741377
535,taonan,45.3333,122.7833,-5.79,45,0,2.71,CN,1675741379
536,sanary-sur-mer,43.1178,5.8001,8.97,61,100,7.15,FR,1675741379
537,bairiki,1.3292,172.9752,30.0,70,75,5.66,KI,1675741381
538,nioro,13.35,-15.75,20.16,28,0,4.26,GM,1675741381
539,popondetta,-8.7537,148.2534,27.09,78,100,1.27,PG,1675741382
540,barcelos,41.5388,-8.6151,9.36,67,0,3.53,PT,1675741348
541,bud,39.447,-86.1758,8.15,67,100,5.56,US,1675741383
542,winburg,-28.518,27.0093,16.15,69,96,3.79,ZA,1675741385
543,la palma,33.8464,-118.0467,17.29,70,0,2.06,US,1675741386
544,bayan,46.0833,127.4,-10.34,75,15,3.3,CN,1675741386
545,salalah,17.0151,54.0924,21.05,73,20,1.54,OM,1675740886
546,puerto del rosario,28.5004,-13.8627,13.86,77,0,3.09,ES,1675741387
547,ust-nera,64.5667,143.2,-33.96,98,100,0.85,RU,1675741388
548,nicoya,10.1483,-85.452,23.76,76,0,4.83,CR,1675741389
549,urusha,54.05,122.9,-19.51,80,38,0.76,RU,1675741389
550,ha tinh,18.3333,105.9,24.87,81,67,1.37,VN,1675741390
551,luziania,-16.2525,-47.9503,20.83,89,98,0.24,BR,1675741390
552,mandalgovi,45.7625,106.2708,-9.71,52,20,3.68,MN,1675741391
553,shache,38.4167,77.2406,-0.16,50,98,2.0,CN,1675741392
554,asyut,27.181,31.1837,6.1,54,100,3.05,EG,1675741393
555,sorland,67.667,12.6934,6.92,88,100,20.88,NO,1675741243
556,sao borja,-28.6606,-56.0044,21.64,30,0,3.79,BR,1675741394
557,san rafael,-34.6177,-68.3301,25.4,26,0,1.66,AR,1675741252
558,bambanglipuro,-7.95,110.2833,27.23,78,100,4.56,ID,1675741394
559,andros town,24.7,-77.7667,22.98,71,10,7.95,BS,1675741395
560,kloulklubed,7.0419,134.2556,27.28,75,95,8.12,PW,1675741282
561,guiratinga,-16.3494,-53.7583,22.21,88,100,0.1,BR,1675741396
562,lamu,-2.2717,40.902,26.12,88,15,3.67,KE,1675740916
563,innerleithen,55.6193,-3.063,7.3,86,100,0.89,GB,1675741397
564,pangnirtung,66.1451,-65.7125,-36.98,91,78,2.14,CA,1675741398
565,san giovanni rotondo,41.7049,15.7191,-3.21,80,20,2.57,IT,1675741398
566,torrington,41.8007,-73.1212,0.99,60,1,2.24,US,1675741377
567,vaitape,-16.5167,-151.75,27.41,76,5,6.52,PF,1675740824
